序号,篇名,作者,刊名,发表时间,被引,自引,外引,文献总数,数据库编码,数据库名,文件编号
3650,基于OBE的教学过程评价体系的探索,王明利；韩振丽；范力茹,课程教育研究,2019-02-15,3,-1,-1,4724,CJFD,CJFDLASN2019,KCJY201907235
