序号,篇名,作者,刊名,发表时间,被引,自引,外引,文献总数
263,曾权清作品,曾权清,艺术研究,2020-06-15,0,0,0,892
264,汉墓壁画四神云气图的艺术特征探析,李雅梅； 陈天娇,艺术研究,2020-06-15,1,0,1,892
265,四门塔佛像造型初考,余普彪,艺术研究,2020-06-15,0,0,0,892
266,新媒体语境下青年美育本土化策略研究,白淼； 李莹,艺术研究,2020-06-15,0,0,0,892
267,以百货商店为视角浅析消费与设计的关系,刘瑾怡,艺术研究,2020-06-15,0,0,0,892
268,审美文化语境下“谢馥春”品牌形象活化研究,华雪； 吴越滨,艺术研究,2020-06-15,1,0,1,892
269,明清时期文玩清供的设计文化——以书灯为例,鲁欢； 赵君,艺术研究,2020-04-15,0,0,0,892
270,苗族文化元素在家具设计中的创新探索,秦统才； 杨通明,艺术研究,2020-04-15,0,0,0,892
271,贵州民间工艺美术产业品牌建构,杨钢,艺术研究,2020-04-15,1,0,1,892
272,从茶文化中品音乐审美价值,乔雯,艺术研究,2020-04-15,0,0,0,892
273,民间手工艺在文创设计中的借鉴与应用,古婷； 张智铭,艺术研究,2020-04-15,2,0,2,892
274,创意产业设计驱动效应——索尼PlayStation设计策略启示,贾丹阳,艺术研究,2020-04-15,0,0,0,892
275,网络环境下工业设计专业能力培养的新模式探究,蒋志斌； 李晓杰,艺术研究,2020-04-15,0,0,0,892
276,技术挑战下的大众设计探究,陈洁,艺术研究,2020-04-15,0,0,0,892
277,文化自信语境下民间美术在旅游纪念品包装设计中的应用,江浩,艺术研究,2020-04-15,2,0,2,892
278,基于CDIO理念产品设计专业毕业设计的创新模式构建,蔡倩,艺术研究,2020-04-15,0,0,0,892
279,创新背景下设计制图课程的艺术化教学研究,孙慧良,艺术研究,2020-04-15,0,0,0,892
280,清代扬州园林中的“三远法”实践研究,佘月； 吴越滨,艺术研究,2020-04-15,1,0,1,892
281,徽派建筑视觉元素对当代建筑摄影艺术的影响,储可可,艺术研究,2020-04-15,0,0,0,892
282,民宿建筑与室内空间设计分析,刘月玲,艺术研究,2020-04-15,4,0,4,892
283,室内装饰设计对精神生态的营造探讨,代强,艺术研究,2020-04-15,0,0,0,892
284,基于空间句法的传统白族民居空间中“厦廊”的变异研究,宋甜甜； 张熹,艺术研究,2020-04-15,2,0,2,892
285,基于传统生态技术的教育农园设计思考,马锡栋,艺术研究,2020-04-15,0,0,0,892
286,系统提高色彩搭配能力的方法探索——室内设计色彩搭配实验自我训练,梁思棠,艺术研究,2020-04-15,0,0,0,892
287,东北沦陷时期的美术史研究状况分析,于冠超,艺术研究,2020-04-15,0,0,0,892
288,美学视阈中艺术本体论的维度思考,林珍香,艺术研究,2020-04-15,0,0,0,892
289,原始宗教对艺术美的影响,赵宝忠； 曲永泽,艺术研究,2020-04-15,1,0,1,892
290,敦煌壁画粉本对龟兹石窟艺术影响——以阿艾石窟“药师佛”图像为例,吕晓楠,艺术研究,2020-04-15,0,0,0,892
291,探析东北方言的特点及在民歌中的应用,李海燕,艺术研究,2020-04-15,0,0,0,892
292,谐谑曲在钢琴音乐中的形成与发展——贝多芬与肖邦谐谑曲之比较研究,徐华菲,艺术研究,2020-04-15,0,0,0,892
293,兴国山歌的民俗传承与发展研究,陈雅萍,艺术研究,2020-04-15,0,0,0,892
294,艺术人类学视野中湘西苗族“跳香舞”的叙述与解析,陈蕊,艺术研究,2020-04-15,0,0,0,892
295,沂蒙民歌在沂蒙精神传承与弘扬中的作用与优势,李林,艺术研究,2020-04-15,1,0,1,892
296,平湖派琵琶演奏技术探究,孟庆馨,艺术研究,2020-04-15,1,0,1,892
297,莫扎特奏鸣曲K330第一乐章演奏探究,文廉,艺术研究,2020-04-15,0,0,0,892
298,“器乐思维”在声乐艺术指导课堂中的运用,金麦克,艺术研究,2020-04-15,1,0,1,892
299,视觉、动作、听觉的三位一体——论小提琴试奏能力在演奏职业发展中的重要性及小提琴试奏技巧能力培养方法,范晨君,艺术研究,2020-04-15,2,0,2,892
300,新时代美育视阈下高校音乐通识课程建设策略,刘华芳,艺术研究,2020-04-15,1,0,1,892
301,探究钢琴伴奏与芭蕾舞教学的关系,张婧婷,艺术研究,2020-04-15,1,0,1,892
302,高校声乐表演教学多样化与改革思考,胡影,艺术研究,2020-04-15,0,0,0,892
303,柯达伊教学体系中的移动do谱号视唱,梅婉娴； 蒋雪,艺术研究,2020-04-15,1,0,1,892
304,学前教育专业音乐理论教学诊断与改进,石卉,艺术研究,2020-04-15,1,0,1,892
305,弹剑狂歌过蓟州——论新世纪以来徐克电影的文化取向,田园,艺术研究,2020-04-15,1,0,1,892
306,音乐剧演唱所需艺术素质的准备与培养,韩丽书,艺术研究,2020-04-15,0,0,0,892
307,网络动画中独特的“审丑”视角,董曼,艺术研究,2020-04-15,0,0,0,892
308,坚定理想中蕴涵的情感因素——从日本动漫《薄樱鬼》管窥传统武士的浪漫主义,张馨楠； 张殿君,艺术研究,2020-04-15,0,0,0,892
309,高校传承与弘扬戏曲文化路径研究——基于扬州清曲的思考,严锦隆； 邵萍,艺术研究,2020-04-15,1,0,1,892
310,《一月七日》,张耀元,艺术研究,2020-04-15,0,0,0,892
311,《色达之归处》,张旺,艺术研究,2020-04-15,0,0,0,892
312,《青岛写生》,张瑞淑,艺术研究,2020-04-15,0,0,0,892
313,李沅朋作品,李沅朋,艺术研究,2020-04-15,0,0,0,892
314,明清时期闺阁绘画中的花鸟画题材研究,胥甜甜,艺术研究,2020-04-15,2,0,2,892
315,张萱与周昉仕女画创作之异同,戈亚伦,艺术研究,2020-04-15,1,0,1,892
316,宋代小品画《出水芙蓉图》研究,夏梦洁,艺术研究,2020-04-15,0,0,0,892
317,山西明长城档案摄影及其艺术语言表达,王米雪,艺术研究,2020-04-15,0,0,0,892
318,解析卡拉瓦乔绘画中的自恋情结,陈璐璐； 童永生,艺术研究,2020-04-15,0,0,0,892
319,动漫元素在黑龙江冰雪文化中的艺术造型表现形式,赵宇； 倪周霏,艺术研究,2020-04-15,1,0,1,892
320,从波提切利、乔尔乔内到提香——试析文艺复兴时期“维纳斯”艺术形象的嬗变,肖雅琦,艺术研究,2020-04-15,0,0,0,892
321,水彩画情感与形式研究,王强,艺术研究,2020-04-15,0,0,0,892
322,场景与图像——“中国梦”宣传画创作美学巨变,督忠跃,艺术研究,2020-04-15,1,0,1,892
323,意象油画及油画民族化思考,张琪,艺术研究,2020-04-15,0,0,0,892
324,群体人物画的历史发展及其审美特点,徐海涛,艺术研究,2020-04-15,0,0,0,892
325,美国佩利西比社区大学书法教学探讨,陆贝怡,艺术研究,2020-04-15,0,0,0,892
326,模因论视域下《VOGUE》杂志页面设计,邸小松； 范晓琳,艺术研究,2020-04-15,1,0,1,892
327,内心与外境的贯通,王士军,艺术研究,2020-04-15,0,0,0,892
328,北大荒版画的组织者和新见者,王士军,艺术研究,2020-04-15,0,0,0,892
329,蒙希平作品,蒙希平,艺术研究,2020-04-15,0,0,0,892
330,《夜.桥》,白璇,艺术研究,2020-04-15,0,0,0,892
331,岭南文化元素在高校设计教育中的弘扬与应用,邓铨,艺术研究,2020-04-15,0,0,0,892
332,探究图底反转在品牌视觉识别设计中的魔术——以“艾尼熊手作坊”标志设计为例,陈英； 孙悦,艺术研究,2020-04-15,0,0,0,892
333,高校漆艺实践教学运行机制研究,肖禹蓁； 付巍； 周艳芳,艺术研究,2020-04-15,0,0,0,892
334,《涅槃--6》,赵龙,艺术研究,2020-04-15,0,0,0,892
335,《心源印记——暖阳》,孟宪德,艺术研究,2020-04-15,0,0,0,892
336,基于VR技术下的白沙壁画数字“活化”思考,陈涛,艺术研究,2020-04-15,3,0,3,892
337,“非遗”视域下的北川“羌山雀舌茶”APP界面设计研究,潘红莲； 李杰,艺术研究,2020-04-15,3,0,3,892
338,浅析文化类节目的创新之处——以《朗读者》为例,石玉莹,艺术研究,2020-04-15,1,0,1,892
339,幼儿音乐教师专业素质存在的问题与提升策略探析,唐国策,艺术研究,2020-04-15,0,0,0,892
340,幼儿钢琴启蒙教学中的识谱教学,张娟,艺术研究,2020-04-15,0,0,0,892
341,小学音乐教师论文写作技术失范的现状、原因与对策,李小威,艺术研究,2020-04-15,1,0,1,892
342,柯达伊教学法在小学合唱教学中的推广策略研究,王丹琴,艺术研究,2020-04-15,0,0,0,892
343,浅析彩色玻璃镶嵌工艺,王墨涵,艺术研究,2020-02-15,0,0,0,892
344,苏扇中吴文化的传承与发展,朱元吉,艺术研究,2020-02-15,2,0,2,892
345,湖南桃源县维吾尔族巴旦木花帽纹样造型及文化解读,程晨,艺术研究,2020-02-15,0,0,0,892
346,彝族服饰图案在现代服装设计中的应用,周稚雅,艺术研究,2020-02-15,3,0,3,892
347,老年人出行产品的创新设计研究,韩雯竹； 孙慧良； 颜蔚,艺术研究,2020-02-15,3,0,3,892
348,女性文创产品的情感化设计探究,徐悦； 吴建军,艺术研究,2020-02-15,8,0,8,892
349,佛教植物纹样在现代装饰设计中的意义,杜晓禹,艺术研究,2020-02-15,1,0,1,892
350,笼山水于形内 萃精华于其间——徽派古建筑中装饰元素的分析与运用,黄博韬,艺术研究,2020-02-15,3,0,3,892
351,基于黔东南侗族鼓楼特色的现代公共设施设计研究,杨硕； 唐昌乔； 张超,艺术研究,2020-02-15,1,0,1,892
352,大学校园生态环境设计的实践与研究——以河海大学文天学院为例,刘瑛,艺术研究,2020-02-15,1,0,1,892
353,观赏植物在家居空间中的应用,梁国华,艺术研究,2020-02-15,0,0,0,892
354,卷首语,高卉民,艺术研究,2020-02-15,0,0,0,892
355,大别山红色题材美术作品中革命精神的表现,何亚峰,艺术研究,2020-02-15,0,0,0,892
356,心像的力量——纯美术的治疗属性及美术治疗方法的研究,刘明,艺术研究,2020-02-15,0,0,0,892
357,全息影像技术对数字媒体艺术设计的重要影响,王乐； 任小甲,艺术研究,2020-02-15,5,0,5,892
358,基于大数据的民办高校艺术专业智慧教育应用研究,林珍香,艺术研究,2020-02-15,0,0,0,892
359,《醒世恒言》与《二刻拍案惊奇》版画插图研究,张欢,艺术研究,2020-02-15,1,0,1,892
360,唐宋时期的《楚辞》及其美学思想的传播和接受,肖潇,艺术研究,2020-02-15,1,0,1,892
361,新文化语境中的农村题材戏剧编撰视野探析,田竞,艺术研究,2020-02-15,0,0,0,892
362,《大荒魂》大型原创音乐舞蹈史诗,,艺术研究,2020-02-15,0,0,0,892
363,激情燃烧的岁月 铸就东北小延安音乐——论解放战争时期的佳木斯音乐,胡静,艺术研究,2020-02-15,0,0,0,892
364,死亡的信使之交响诗《死岛》,祝春华,艺术研究,2020-02-15,0,0,0,892
365,20世纪四十年代中国民歌中的钢琴伴奏特点——以桑桐、谢功成的两首歌曲研究为例,庞博,艺术研究,2020-02-15,2,0,2,892
366,萨克斯四重奏的演变,孙德胜,艺术研究,2020-02-15,0,0,0,892
367,韩国传统民谣说唱“盘索里”初探,李佳璐,艺术研究,2020-02-15,1,0,1,892
368,新视野下的畲族舞蹈传承与教学研究,钟冰洁,艺术研究,2020-02-15,1,0,1,892
369,社区音乐文化建设与高校音乐教育资源共享的建构策略,周建华,艺术研究,2020-02-15,4,0,4,892
370,莫扎特《钢琴奏鸣曲》演奏版本之比较,叶红,艺术研究,2020-02-15,2,0,2,892
371,延安鲁艺精神对当代音乐教育的指导意义,宫妮,艺术研究,2020-02-15,3,0,3,892
372,钢琴教学中听觉感知能力的作用与培养,肖云帆,艺术研究,2020-02-15,3,0,3,892
373,安徽传统民歌在高校视唱练耳教学中的应用与传承,管磊,艺术研究,2020-02-15,2,0,2,892
374,基于五年制委培班模式下钢琴课程教学改革的实践研究——以河源职业技术学院音乐教育专业为例,骆斯琴,艺术研究,2020-02-15,4,0,4,892
375,如何构建多声部视唱与指挥训练教学实践平台,张艺峰,艺术研究,2020-02-15,1,0,1,892
376,应用型本科院校音乐专业本土特色课程体系建设研究——以湖南城市学院为例,余雯,艺术研究,2020-02-15,3,0,3,892
377,高师音乐教育专业作曲技术理论课与艺术教学实践,张雪菲,艺术研究,2020-02-15,4,0,4,892
378,音乐教育实践哲学的价值取向和审美思考,朱乐,艺术研究,2020-02-15,3,0,3,892
379,爵士乐与钢琴的融合及其在钢琴教学中的应用,刘佳,艺术研究,2020-02-15,2,0,2,892
380,大型原创话剧《八百里高寒》学术研讨会在哈尔滨师范大学隆重召开,,艺术研究,2020-02-15,0,0,0,892
381,美国电影音乐专业教育研究,苏海鸣,艺术研究,2020-02-15,1,0,1,892
382,探析电影中的东方音乐元素——以赵季平为电影《霸王别姬》创作的音乐为例,赵去非； 何方方,艺术研究,2020-02-15,4,0,4,892
383,光影折射的民族文化机趣——论电影《影》中对水墨风格的多层运用,翁东翰,艺术研究,2020-02-15,1,0,1,892
384,文化艺术经纪人的专业素养概论——以《绿皮书》为例,王欣瑶,艺术研究,2020-02-15,1,0,1,892
385,教育戏剧与罗伯特·威尔逊的戏剧治疗实践,潘薇,艺术研究,2020-02-15,1,0,1,892
386,大道之行,王士军,艺术研究,2020-02-15,1,0,1,892
387,醉与梦的诗学,王士军,艺术研究,2020-02-15,0,0,0,892
388,康熙《御制耕织图》与乾隆《御题棉花图》透视学研究,关链苗,艺术研究,2020-02-15,0,0,0,892
389,论李鱓对赵之谦花卉画的影响,杨瑶,艺术研究,2020-02-15,0,0,0,892
390,细腻秀丽：晚明清初闺阁绘画中的女性视角,胥甜甜,艺术研究,2020-02-15,0,0,0,892
391,江都“可卷漆画”与国画之间的关系——以金桂清“可卷漆画”作品为例,李海涛,艺术研究,2020-02-15,0,0,0,892
392,当代静物画创作的形式语言与精神观念探究,黄斌斌,艺术研究,2020-02-15,1,0,1,892
393,甘南藏区美术写生资源的考察——以玛曲县为例,童福磊,艺术研究,2020-02-15,1,0,1,892
394,汉代造物设计中的神话符号,罗佳申,艺术研究,2020-02-15,0,0,0,892
395,影响水彩画创作语言的因素研究,叶禹辰,艺术研究,2020-02-15,1,0,1,892
396,花山岩画图像的形式语言及其当代价值,梁穆穆； 陈锋,艺术研究,2020-02-15,3,0,3,892
397,试论陈洪绶的“遗民情结”,刘晨,艺术研究,2020-02-15,2,0,2,892
398,国外绘本对世界名画的解读方式及创作启示,柴佳,艺术研究,2020-02-15,0,0,0,892
399,高翔《弹指阁图》所渗透的石涛绘画美学思想,杨阳,艺术研究,2020-02-15,0,0,0,892
400,佛学思想对于石涛艺术心灵论中“心灵转化”的影响,方逸云,艺术研究,2020-02-15,0,0,0,892
401,沧桑数百年留痕追意——观主题性油画创作发展之思考,陈秀煜； 胡玲； 马洪文,艺术研究,2020-02-15,1,0,1,892
402,安塞姆·基弗作品中反艺术思想的体现,崔焱一,艺术研究,2020-02-15,2,0,2,892
403,状物形与表我意——以《月华图》和《日出·印象》为例,徐清新,艺术研究,2020-02-15,0,0,0,892
404,非遗视域下的扬州漆艺传承人现状研究,夏梦洁,艺术研究,2020-02-15,0,0,0,892
405,象形汉字在新媒体艺术设计中的应用,高玉； 李剑,艺术研究,2020-02-15,2,0,2,892
406,中性文化对现代艺术设计教育的启示,徐嘉遥,艺术研究,2020-02-15,0,0,0,892
407,《九秋》,高卉民,艺术研究,2020-02-15,0,0,0,892
408,动漫艺术与黑龙江冰雪文化结合的形式特征,倪周霏； 赵宇,艺术研究,2020-02-15,0,0,0,892
409,日本赏樱习俗之变迁,李冬翠,艺术研究,2020-02-15,0,0,0,892
410,明代巴蜀佛寺壁画色彩配置及成因探析,龙运桃,艺术研究,2020-02-15,1,0,1,892
411,安岳大足石窟寺发展源流探析,梁高峰,艺术研究,2020-02-15,1,0,1,892
412,名家推介,,艺术研究,2020-02-15,0,0,0,892
413,云南地区音乐课标实施与综合艺术课程研究,冯国蕊,艺术研究,2020-02-15,1,0,1,892
414,基于城乡公共空间旅游景观开发研究——以石港渔湾水乡规划设计为例,王玲； 叶姗虹,艺术研究,2020-02-15,2,0,2,892
415,浅析影视广告节奏的处理和表现,王婧,艺术研究,2020-02-15,0,0,0,892
416,《风韵》艺术首饰设计作品,龚萍,艺术研究,2019-12-15,0,0,0,892
417,基于红木余料的现代设计,张瀚心； 李晶,艺术研究,2019-12-15,6,0,6,892
418,汉代漆器填嵌装饰工艺探微,谢恋,艺术研究,2019-12-15,0,0,0,892
419,生态视野的绿色服装设计理念探究,方曙,艺术研究,2019-12-15,9,0,9,892
420,现代茶室家具设计的人文精神研究,何燕芳； 蔡爱泉,艺术研究,2019-12-15,2,0,2,892
421,中国山水文化中的“清水芙蓉”与“错彩镂金”之美,王惠,艺术研究,2019-12-15,0,0,0,892
422,香格里拉尼西藏族民居建筑室内空间结构研究,杨金虎,艺术研究,2019-12-15,1,0,1,892
423,园林景观中的文人品格——以无锡寄畅园为例,张延林,艺术研究,2019-12-15,1,0,1,892
424,色彩搭配在室内设计中的运用,智青,艺术研究,2019-12-15,5,0,5,892
425,行为艺术中的仪式感,华雪,艺术研究,2019-12-15,2,0,2,892
426,黑龙江流域鄂伦春族桦树皮艺术探析,张晓丽； 闫天宝； 周晓杰,艺术研究,2019-12-15,7,4,3,892
427,反叛的艺术,李东格,艺术研究,2019-12-15,0,0,0,892
428,当代纤维艺术设计语言的创新探析,赵娜,艺术研究,2019-12-15,3,0,3,892
429,钢琴演奏中的情感表现与触键技巧的运用,杜闽山,艺术研究,2019-12-15,6,0,6,892
430,浅探朱子与古琴——从琴律、琴曲、琴器、琴铭、琴诗、琴学思想说起,潘贤杰,艺术研究,2019-12-15,0,0,0,892
431,音乐文化与旅游融合发展路径研究,张景峰,艺术研究,2019-12-15,5,0,5,892
432,宁夏传统民歌的“二度创作”新思维解读,林浦凤,艺术研究,2019-12-15,0,0,0,892
433,浪漫钢琴史上的女性之光——浅谈不应被遗忘的三位女性作曲家,丁姗姗,艺术研究,2019-12-15,0,0,0,892
434,新时代我国社会主要矛盾的转化与音乐文化创意产业供给侧改革的关系,涂波,艺术研究,2019-12-15,3,0,3,892
435,大设计视野下的羌族铠甲舞艺术研究,成乔明,艺术研究,2019-12-15,0,0,0,892
436,视唱教学中“曲谱精选”的意义及教学实例分析,程璐璐,艺术研究,2019-12-15,2,0,2,892
437,大提琴教学中体态韵律的运用,宁涛,艺术研究,2019-12-15,1,0,1,892
438,哈尔滨音乐学院图书馆馆藏音像资料的现状调查与研究,王琦,艺术研究,2019-12-15,0,0,0,892
439,流行音乐创作中的中国形态,王滔,艺术研究,2019-12-15,3,0,3,892
440,钢琴教学中的几个辩证关系,孟昕毅,艺术研究,2019-12-15,0,0,0,892
441,多元文化背景下我国传统声乐艺术的传承与发展,秦卫红,艺术研究,2019-12-15,4,0,4,892
442,现代舞基础训练教学探析,黄德俊,艺术研究,2019-12-15,2,0,2,892
443,人文思辨能力的培养对于钢琴教学的深刻影响,方冰,艺术研究,2019-12-15,0,0,0,892
444,综合性大学舞蹈编导课程与教学的另类价值探微,高鸣,艺术研究,2019-12-15,3,0,3,892
445,高校钢琴教学中教材的使用,刘莎,艺术研究,2019-12-15,2,0,2,892
446,视唱练耳教学中音乐基础理论和弦称谓及应用的勘正,肖肖,艺术研究,2019-12-15,1,0,1,892
447,后现代哲学视阙下对音乐课程教学理念的启示,胡禹,艺术研究,2019-12-15,1,0,1,892
448,一带一路战略背景下民族音乐的文化担当与推广传播,孙婕,艺术研究,2019-12-15,1,0,1,892
449,地域性音乐文化产业发展策略研究——以江苏省徐州市为例,吴晓曦,艺术研究,2019-12-15,2,0,2,892
450,“微时代”下移动学习应用于幼儿师范音乐教育的可行性分析,席雯婷,艺术研究,2019-12-15,1,0,1,892
451,德彪西《为钢琴而作》之《萨拉班德舞曲》创作技法探究,乔鸿,艺术研究,2019-12-15,4,0,4,892
452,理智与情感——莫扎特与罗西尼歌剧创作下罗西娜咏叹调的艺术特征,叶昆,艺术研究,2019-12-15,0,0,0,892
453,歌剧中音乐与文学的共性特征,梁升辉； 徐玥； 陶李,艺术研究,2019-12-15,0,0,0,892
454,表演者的自我逻辑与表演内容的艺术逻辑的对立与统一,赵方鸣,艺术研究,2019-12-15,0,0,0,892
455,现代影视艺术中的三维动画及在特效制作中的应用,柏楠,艺术研究,2019-12-15,1,0,1,892
456,三维动画及特效制作在影视艺术中的应用研究,杨帆,艺术研究,2019-12-15,6,0,6,892
457,《怀柔写生系列》之四,卢禹舜,艺术研究,2019-12-15,0,0,0,892
458,《乾道——城市》,杜学辉,艺术研究,2019-12-15,0,0,0,892
459,《生命系列之一》木质架上雕塑,王跃坤,艺术研究,2019-12-15,0,0,0,892
460,《生命系列之二》木质架上雕塑,王跃坤,艺术研究,2019-12-15,0,0,0,892
461,《礼——视言听》超轻黏土,杨晨璐,艺术研究,2019-12-15,0,0,0,892
462,《中国梦》木刻浮雕,杨晨璐,艺术研究,2019-12-15,0,0,0,892
463,冷军超写实油画艺术中的技法研究,王燕红,艺术研究,2019-12-15,4,0,4,892
464,绘画中的“偶然性”思考,吴慎峰,艺术研究,2019-12-15,0,0,0,892
465,借花藉菜晤春秋——生活与创作漫谈,鄂玉梅,艺术研究,2019-12-15,0,0,0,892
466,超现实平面公益广告设计的应用探究,陈丽佳,艺术研究,2019-12-15,2,0,2,892
467,关于南宋山水团扇的艺术探究,宁璐璐,艺术研究,2019-12-15,2,0,2,892
468,无字绘本《抵岸》的艺术性研究,郑泓； 张族兴,艺术研究,2019-12-15,0,0,0,892
469,近二十年中国当代北方山水画研究述略,王凤欣,艺术研究,2019-12-15,1,0,1,892
470,图像的自叙——探寻武强木版年画工艺变迁,邸小松； 王烁,艺术研究,2019-12-15,0,0,0,892
471,《老船》油画,王雷,艺术研究,2019-12-15,0,0,0,892
472,《忆·江南印象》版画,张瑞淑,艺术研究,2019-12-15,1,0,1,892
473,《不见》纸本水墨,程彦禹,艺术研究,2019-12-15,0,0,0,892
474,《与秋》平面设计系列作品,张安琦,艺术研究,2019-12-15,0,0,0,892
475,沙耆晚期油画艺术的意象表达解读,姜亦金,艺术研究,2019-12-15,0,0,0,892
476,“空灵”之相——赵无极绘画艺术的哲学解读,梁嵩,艺术研究,2019-12-15,1,0,1,892
477,油画创作中潜意识的隐性呈现探究,戴晶晶,艺术研究,2019-12-15,1,0,1,892
478,和合观照下的宝相花纹装饰纹样研究,顾小燕,艺术研究,2019-12-15,2,0,2,892
479,装饰绘画的色彩表现形式研究,夏兰,艺术研究,2019-12-15,3,0,3,892
480,黄土高原风景在油画中的诗意表现研究——以白羽平风景油画作品为例,柴佳,艺术研究,2019-12-15,0,0,0,892
481,马琳·杜马斯作品中以身体为主题的现实意义,毕馨之,艺术研究,2019-12-15,1,0,1,892
482,“荃生之用论”训诂发微,薛方圆,艺术研究,2019-12-15,0,0,0,892
483,由《髹饰录》分析明代漆工“尚文”心理,程曦,艺术研究,2019-12-15,1,0,1,892
484,文博类网络视频在中国工艺美术史教学中的应用,刘芊,艺术研究,2019-12-15,0,0,0,892
485,美育视域下综合类高校书法公共课教学探索,陈国栋； 孟婷,艺术研究,2019-12-15,2,0,2,892
486,关于书籍装帧设计中内容与形式统一的探讨,李晗,艺术研究,2019-12-15,5,0,5,892
487,中国当代油画“民族化”的探索与实践,张琪,艺术研究,2019-12-15,2,0,2,892
488,视觉传达设计专业创新性思维培养方法的调查报告,李颖； 赵芯伟,艺术研究,2019-12-15,4,0,4,892
489,《王哥庄写生》纸本设色,李岗,艺术研究,2019-12-15,0,0,0,892
490,《藕花深处觅鸥鹭》,高卉民,艺术研究,2019-12-15,0,0,0,892
491,花山岩画图像三个意义层面探讨,梁穆穆； 陈锋,艺术研究,2019-12-15,1,0,1,892
492,寓哲学游戏于儿童美术教育的可行性研究,刘明,艺术研究,2019-12-15,0,0,0,892
493,翻转课堂教学模式在儿童舞蹈创编教学中的运用研究,刘春荣,艺术研究,2019-12-15,1,0,1,892
494,播音与主持艺术专业《形体与体态语》实训教程编写的几点思考,李鹏,艺术研究,2019-12-15,1,0,1,892
495,非遗文化进校园——以盐亭《蚕丝祖神传说》为例,罗曦,艺术研究,2019-12-15,5,0,5,892
496,基于生态美学的家居产品设计研究,陈祥林,艺术研究,2019-10-15,2,0,2,892
497,手机使用情境中的交互设计,余莹莹,艺术研究,2019-10-15,0,0,0,892
498,“互联网+”模式下的外卖无人机创新设计研究,王娴雅； 李强,艺术研究,2019-10-15,0,0,0,892
499,民用住宅建筑设计中的钢结构造型艺术美学表现技法,曾先国,艺术研究,2019-10-15,2,0,2,892
500,古村落体验性景观设计方法,黄婷,艺术研究,2019-10-15,1,0,1,892
501,中国传统园林景观的时间营造,孙成东,艺术研究,2019-10-15,1,0,1,892
502,城乡规划设计手绘教学探析,张茹茹； 王丹,艺术研究,2019-10-15,0,0,0,892
503,音乐教育对孤独症儿童治疗作用的研究,吴晓曦,艺术研究,2019-10-15,1,0,1,892
504,肘阁、抬阁的民间美术意蕴探微,索峰,艺术研究,2019-10-15,2,0,2,892
505,本科公共艺术专业教育改革思辨,李玫,艺术研究,2019-10-15,1,0,1,892
506,钢琴表演中心理状态的调节探析,鲁一,艺术研究,2019-10-15,2,0,2,892
507,钢琴二重奏在钢琴教学过程中的运用,郭洪涛,艺术研究,2019-10-15,0,0,0,892
508,地方高校在音乐教育中传承本土音乐文化问题研究,李婷,艺术研究,2019-10-15,5,0,5,892
509,钢琴演奏技巧对于音乐表现的重要性,王晓丹,艺术研究,2019-10-15,5,0,5,892
510,主动积极的歌唱对声乐演唱的重要性,鲍佳睿,艺术研究,2019-10-15,0,0,0,892
511,择长而歌 灵动唯美——谈高职艺术院校音乐表演民族声乐比赛作品遴选,王渤,艺术研究,2019-10-15,3,0,3,892
512,丝路断章——浅析丁善德钢琴独奏曲《新疆舞曲第一号》,付宁,艺术研究,2019-10-15,1,0,1,892
513,中西方艺术歌曲中钢琴伴奏风格的比较分析,王毓,艺术研究,2019-10-15,2,0,2,892
514,徐立孙与《作曲大意》,柯莉,艺术研究,2019-10-15,0,0,0,892
515,中国近代艺术歌曲发展及演唱风格,张顺然,艺术研究,2019-10-15,2,0,2,892
516,粤港澳舞蹈高等教育现状调查与研究——以澳门演艺学院舞蹈学校为例,胡骁,艺术研究,2019-10-15,3,0,3,892
517,钢琴艺术指导专业在德国的教学现状考察及在我国的发展研究,苏燕,艺术研究,2019-10-15,6,0,6,892
518,法比小提琴学派的历史影响及传承,侯潜草,艺术研究,2019-10-15,2,0,2,892
519,钢琴艺术指导与声乐演唱的协同配合探究,邹越,艺术研究,2019-10-15,2,0,2,892
520,关于高校民族男高音教学训练的几点看法,彭青,艺术研究,2019-10-15,1,0,1,892
521,网络时代创新高校声乐教学策略研究,詹元,艺术研究,2019-10-15,3,0,3,892
522,音乐剧钢琴伴奏的艺术特点及专业要求,赵磊,艺术研究,2019-10-15,1,0,1,892
523,贵州民歌《情姐下河洗衣裳》的演唱特点,杨奇楠,艺术研究,2019-10-15,2,0,2,892
524,品特剧作《搜集证据》的语言与节奏处理技巧,王国光,艺术研究,2019-10-15,0,0,0,892
525,从《大闹天宫》到《哪吒闹海》——哪吒动画形象设计研究,刘佳,艺术研究,2019-10-15,10,0,10,892
526,基于“色彩感觉与视知觉”论动画影片中色彩的应用,张博,艺术研究,2019-10-15,1,0,1,892
527,电视媒介对我国歌剧艺术的传播和影响,张汝瑶,艺术研究,2019-10-15,1,0,1,892
528,电影《我不是潘金莲》方与圆画幅的思考,梁碧波,艺术研究,2019-10-15,1,0,1,892
529,赤子情怀铸就《国鼎魂》——试析苏剧《国鼎魂》的文化品格和美学体验,奚社艳,艺术研究,2019-10-15,0,0,0,892
530,不是爱风尘 似被前缘误——从《春风沉醉的夜晚》看娄烨导演风格的诗性表达,田园,艺术研究,2019-10-15,2,0,2,892
531,辽剧的生存现状及保护对策,王珊珊,艺术研究,2019-10-15,1,0,1,892
532,张荣作品,张荣,艺术研究,2019-10-15,0,0,0,892
